sha,authorM,comments,merged
d55a9586a45b101acef26236cc1799cb4f62bc28,neu,neu,False
3d3896a8d90847cc3cd62117142e10f8aee482d7,neu,neu,False
87ccf3d8c5115d15980d4ea6dde83e86a5ce3f0d,neu,neu,False
fd059baa341e113e9aba565e0414daf5c6bb6cf3,neu,neu,False
1ba9f7973bdf50e0cd89ffe4c269f4319190fbf1,neu,neu,False
da958fcfd54eaa6d1b2741912fe126974879cddd,neu,neu,False
54aa8f1b3580d397b4ba77faa806e75e77705cb1,neu,neu,True
7d46d3c59fed7c959f20624412f0cc0e75087b0c,neu,neu,True
7d7d17e19bc10871d991df9bffb252458b7e4d37,neu,neu,False
db628710582662c62a535567d8cb429628d4737b,neu,neu,False
5812c2f609bc07906ca3913021cbd78f66509549,neu,neu,False
f3c9639abe26bd03339f13dc1ab21868399c5beb,neu,neu,True
4769698b5525a669a5226aee5fd62e444ed12eba,neu,neu,True
d23872c4e35b918bbdfc88d05c06216602c89673,neu,neu,True
c463509d228a9f0d8d1a655757f4c99615afb66b,neu,neu,True
589e1bd20d5f3f3ff59d97e4f494fcfc2d00d906,neu,neu,True
7b45ceab964a32af320ac65c1d787e23a5ab96fa,neu,neu,False
23f01d40b8e9b6e0160d59be67f9adfd098792e2,neu,neu,False
969b57343eeef5f300f8a1fc0391f60f27233781,neu,neu,True
144015c361869067d3591a68d5f6ad0c9d364262,neu,pos,True
0da292f171d4367714b19498c9e3ae3680b57049,neu,neu,False
07776137f05b19fdc0a2cde71f3391d2519acf84,neu,neu,True
57f13ce408904656ccd1410913b59d74d6e5a1eb,neu,neu,False
4d45e505aa31b81860f07ab20a52a7e4088d64ef,neu,neu,True
e868068547a3450fa0b040632691ce9fa272585b,neu,neu,True
c6262925210eb1cf9b4e0262f5387c473fafa774,neu,neu,False
5bafb28d06552b0c708cdfc455f9c3d67ce491d8,neu,neu,True
49ecfd14309040639c29ee1eb49344c6e65d4566,neu,neu,False
00d5da7e4b3be447f52dba6225e5c0a7bc23336d,neu,neu,True
,neu,neu,False
556f6753eb9cfd3ccb4b2ddc98b75c4817ec0ffc,neu,neu,True
39930acafcb3b424ed8dacb03c578cb01b848426,neu,neu,False
3dd4b7e3f9ac711ada0a99af7054badb5ed3ed2a,neu,neu,True
b185b641aa7b6b8f63f4dafbbb88bd0f7153f3e9,neu,neu,True
a929776d67ea3471993356e5819c4099963175d7,neu,neu,True
ccb709d3c768749cab7812e1ab095467bf6c050e,pos,neu,True
fc172873ae3fe00af07e3626b9b910c3bad68447,neu,neu,False
56e6815a84f3a6d5447fe4bb6fdf5d0b1027c631,neu,neu,True
f66a61f744fbf07daea3f2354a72981861b5cfd1,neu,neu,False
eaa04e418f75bc4680b81e7d8fdde37fcceb2711,neu,neu,False
eb8f24a8ee0c88a8c47ec79cef25cbba6fb1f12d,neu,neu,True
,neu,neu,False
404d2945bc3c8cdd49a90aa676a0f853a4972061,neu,neu,True
7d827adab8638028ec8d70a58e868a0b815c5cf9,neu,neu,True
26e136fcf09bdbee2b0130e1c88232c423eb3ca9,neu,neu,False
a5aef71f00b0ffb9f60444b0a8a3d3d41ac93268,neu,neu,True
,neu,neu,False
876c42d7a619b2811db328f09d6dd989c18fd92f,neu,neu,True
d47d6409962e13d8fe23742cc2ccf8bcc5e87cfe,neu,neu,True
9bf4292dc57b60dc24253f4fdea9495ebbb58873,neu,neu,True
696f279c2f1d2b331015e0c78e3130f003357136,neu,neu,True
6209636f9e0baed496895586eac9e838812b22c8,neu,neu,True
769e4bb101210b585072326bff4e42b3bf9d9222,neu,neu,False
eabb1535d621727c8bcd0bb25449e325b570ec4a,neu,neu,False
,neu,neu,False
31265099af89f9694704bbd88267202063a0aae9,neu,neu,True
9dc87a0d9fee7ecad31fd4158cd7ae7e30294463,neu,neu,False
,neu,neu,False
c15f322d073a1c7a0e1f0127883ab837ced26ab5,neu,neu,True
caf80ecda7d5a574b47bc1d1da5294804731398a,neu,neu,True
799775a5f12f0051cb7f1459ff97f32825833758,neu,neu,True
a46fc0f5637314d6cb54d316205cf2c9bee2263f,neu,neu,False
275d4bba983b76b1e9293751b7700380bc7e8696,neu,neu,True
c829114a419508908d87f7bb053857ec78c7f44d,neu,neu,True
646d79bfaf620edd261176ee8aaed8c614ce304a,neu,neu,False
f0882105f2fb073a57f4bae82cf803a17fb15e67,neu,neu,False
3cd257e60e07f1a6ff79100d8177d0214d9a8a53,neu,neu,False
